id,name,hurricane_category,year,month_day,date,hours_minutes,record_identifier,status_of_system,latitude,longitude,maximum_sustained_wind_knots,maximum_pressure,34_kt_ne,34_kt_se,34_kt_sw,34_kt_nw,50_kt_ne,50_kt_se,50_kt_sw,50_kt_nw,64_kt_ne,64_kt_se,64_kt_sw,64_kt_nw
AL031999,BRET,1,1999,0821,19990821,0000,,HU,21.9,-94.5,65.0,983.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL031999,BRET,1,1999,0821,19990821,0600,,HU,22.5,-94.7,75.0,980.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL031999,BRET,1,1999,0821,19990821,1200,,HU,23.1,-94.9,80.0,979.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL031999,BRET,2,1999,0821,19990821,1800,,HU,23.8,-95.0,90.0,975.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL031999,BRET,4,1999,0822,19990822,0000,,HU,24.7,-95.1,120.0,954.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL031999,BRET,4,1999,0822,19990822,0600,,HU,25.5,-95.5,125.0,950.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL031999,BRET,4,1999,0822,19990822,1200,,HU,26.2,-96.1,125.0,944.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL031999,BRET,4,1999,0822,19990822,1800,,HU,26.6,-96.8,120.0,946.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL031999,BRET,3,1999,0823,19990823,0000,L,HU,26.9,-97.4,100.0,951.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL031999,BRET,1,1999,0823,19990823,0600,,HU,27.0,-97.9,80.0,963.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,1,1999,0822,19990822,0000,,HU,14.2,-31.7,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,1,1999,0822,19990822,0600,,HU,14.4,-32.3,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,1,1999,0822,19990822,1200,,HU,14.5,-32.7,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,1,1999,0826,19990826,0000,,HU,21.7,-48.2,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,1,1999,0826,19990826,0600,,HU,22.9,-49.5,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,1,1999,0826,19990826,1200,,HU,24.2,-50.8,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,1,1999,0826,19990826,1800,,HU,25.4,-52.0,70.0,984.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,1,1999,0827,19990827,0000,,HU,26.4,-53.1,80.0,978.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,1,1999,0827,19990827,0600,,HU,27.2,-54.3,80.0,978.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,2,1999,0827,19990827,1200,,HU,27.8,-55.4,90.0,970.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,2,1999,0827,19990827,1800,,HU,28.3,-56.2,90.0,970.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,3,1999,0828,19990828,0000,,HU,28.7,-56.9,100.0,961.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,4,1999,0828,19990828,0600,,HU,29.3,-57.5,115.0,948.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,4,1999,0828,19990828,1200,,HU,30.1,-58.0,120.0,942.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,4,1999,0828,19990828,1800,,HU,30.8,-58.5,120.0,943.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,4,1999,0829,19990829,0000,,HU,31.5,-58.4,120.0,944.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,4,1999,0829,19990829,0600,,HU,32.3,-58.4,115.0,948.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,3,1999,0829,19990829,1200,,HU,33.1,-58.2,100.0,961.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,2,1999,0829,19990829,1800,,HU,33.8,-57.4,95.0,965.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,2,1999,0830,19990830,0000,,HU,34.3,-56.3,90.0,970.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,2,1999,0830,19990830,0600,,HU,34.7,-55.5,90.0,970.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,1,1999,0830,19990830,1200,,HU,35.3,-54.9,80.0,978.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,1,1999,0830,19990830,1800,,HU,36.1,-54.2,80.0,978.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,1,1999,0831,19990831,0000,,HU,37.0,-52.6,70.0,984.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,1,1999,0826,19990826,0600,,HU,23.8,-73.1,65.0,995.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,1,1999,0826,19990826,1200,,HU,24.1,-73.6,65.0,995.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,1,1999,0826,19990826,1800,,HU,24.4,-74.0,70.0,990.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,1,1999,0827,19990827,0000,,HU,24.8,-74.4,65.0,993.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,1,1999,0827,19990827,0600,,HU,25.2,-75.0,65.0,988.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,1,1999,0827,19990827,1200,,HU,25.6,-75.5,65.0,988.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,1,1999,0827,19990827,1800,,HU,25.9,-75.9,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,1,1999,0828,19990828,0000,,HU,26.1,-76.2,70.0,982.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,1,1999,0828,19990828,0600,,HU,26.5,-76.7,75.0,976.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,1,1999,0828,19990828,0700,L,HU,26.6,-76.8,75.0,976.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,2,1999,0828,19990828,1200,,HU,27.1,-77.0,85.0,973.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,2,1999,0828,19990828,1800,,HU,27.7,-77.3,90.0,969.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,2,1999,0829,19990829,0000,,HU,28.3,-77.7,90.0,969.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,2,1999,0829,19990829,0600,,HU,29.0,-77.9,90.0,970.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,2,1999,0829,19990829,1200,,HU,29.9,-78.4,90.0,971.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,2,1999,0829,19990829,1800,,HU,30.8,-78.4,90.0,967.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,2,1999,0830,19990830,0000,,HU,31.9,-78.1,90.0,964.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,2,1999,0830,19990830,0600,,HU,32.8,-77.6,90.0,962.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,2,1999,0830,19990830,1200,,HU,33.6,-76.5,85.0,965.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,2,1999,0830,19990830,1800,,HU,34.3,-74.8,85.0,966.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,1,1999,0831,19990831,0000,,HU,34.9,-73.6,80.0,971.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,1,1999,0831,19990831,0600,,HU,35.1,-72.9,80.0,977.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,1,1999,0831,19990831,1200,,HU,35.2,-72.8,75.0,983.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,1,1999,0831,19990831,1800,,HU,35.1,-73.3,70.0,984.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,1,1999,0910,19990910,1200,,HU,19.3,-58.8,70.0,989.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,1,1999,0910,19990910,1800,,HU,20.2,-59.6,70.0,975.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,1,1999,0911,19990911,0000,,HU,20.8,-60.4,80.0,971.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,2,1999,0911,19990911,0600,,HU,21.4,-61.1,95.0,963.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,2,1999,0911,19990911,1200,,HU,21.9,-62.0,95.0,962.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,2,1999,0911,19990911,1800,,HU,22.5,-63.0,90.0,966.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,2,1999,0912,19990912,0000,,HU,22.7,-64.1,85.0,967.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,2,1999,0912,19990912,0600,,HU,22.8,-65.2,95.0,960.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,3,1999,0912,19990912,1200,,HU,23.0,-66.2,105.0,955.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,4,1999,0912,19990912,1800,,HU,23.2,-67.4,115.0,940.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,4,1999,0913,19990913,0000,,HU,23.4,-68.7,125.0,931.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,4,1999,0913,19990913,0600,,HU,23.6,-70.0,135.0,922.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,4,1999,0913,19990913,1200,,HU,23.9,-71.4,135.0,921.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,4,1999,0913,19990913,1800,,HU,24.1,-72.9,125.0,923.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,4,1999,0914,19990914,0000,,HU,24.5,-74.0,115.0,924.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,3,1999,0914,19990914,0600,,HU,24.9,-75.3,105.0,927.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,3,1999,0914,19990914,1200,L,HU,25.4,-76.3,105.0,930.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,3,1999,0914,19990914,1800,,HU,26.1,-77.0,110.0,930.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,3,1999,0914,19990914,1900,L,HU,26.3,-77.1,110.0,932.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,4,1999,0915,19990915,0000,,HU,27.1,-77.7,115.0,933.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,3,1999,0915,19990915,0600,,HU,28.2,-78.5,110.0,935.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,3,1999,0915,19990915,1200,,HU,29.3,-78.9,100.0,943.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,2,1999,0915,19990915,1800,,HU,30.6,-79.1,95.0,947.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,2,1999,0916,19990916,0000,,HU,32.1,-78.7,90.0,950.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,2,1999,0916,19990916,0600,,HU,33.7,-78.0,90.0,956.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,2,1999,0916,19990916,0630,L,HU,33.8,-78.0,90.0,956.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,1,1999,0916,19990916,1200,,HU,35.7,-76.8,70.0,967.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,1,1999,0913,19990913,1200,,HU,15.9,-39.2,65.0,984.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,1,1999,0913,19990913,1800,,HU,16.1,-40.8,70.0,979.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,1,1999,0914,19990914,0000,,HU,16.3,-42.2,75.0,976.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,2,1999,0914,19990914,0600,,HU,16.6,-43.5,85.0,973.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,2,1999,0914,19990914,1200,,HU,16.8,-44.6,90.0,968.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,2,1999,0914,19990914,1800,,HU,17.1,-45.8,95.0,962.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,3,1999,0915,19990915,0000,,HU,17.2,-46.9,100.0,955.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,3,1999,0915,19990915,0600,,HU,17.4,-47.9,110.0,948.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,4,1999,0915,19990915,1200,,HU,17.5,-48.9,115.0,940.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,4,1999,0915,19990915,1800,,HU,17.7,-50.0,125.0,933.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,4,1999,0916,19990916,0000,,HU,17.8,-50.8,130.0,930.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,4,1999,0916,19990916,0600,,HU,18.0,-51.7,130.0,933.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,4,1999,0916,19990916,1200,,HU,18.2,-52.6,125.0,941.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,4,1999,0916,19990916,1800,,HU,18.6,-53.4,120.0,940.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,4,1999,0917,19990917,0000,,HU,19.0,-54.2,115.0,944.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,4,1999,0917,19990917,0600,,HU,19.4,-55.0,125.0,942.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,4,1999,0917,19990917,1200,,HU,19.9,-55.7,125.0,945.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,4,1999,0917,19990917,1800,,HU,20.4,-56.3,115.0,950.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,3,1999,0918,19990918,0000,,HU,20.9,-56.8,110.0,953.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,3,1999,0918,19990918,0600,,HU,21.6,-57.1,105.0,954.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,3,1999,0918,19990918,1200,,HU,22.2,-57.4,105.0,953.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,3,1999,0918,19990918,1800,,HU,22.8,-57.8,105.0,950.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,3,1999,0919,19990919,0000,,HU,23.4,-58.1,110.0,947.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,4,1999,0919,19990919,0600,,HU,24.1,-58.7,115.0,946.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,4,1999,0919,19990919,1200,,HU,24.7,-59.2,115.0,946.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,4,1999,0919,19990919,1800,,HU,25.5,-60.0,115.0,946.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,4,1999,0920,19990920,0000,,HU,26.2,-60.7,115.0,947.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,3,1999,0920,19990920,0600,,HU,26.8,-61.4,110.0,947.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,3,1999,0920,19990920,1200,,HU,27.6,-62.4,105.0,948.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,3,1999,0920,19990920,1800,,HU,28.3,-62.7,100.0,949.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,2,1999,0921,19990921,0000,,HU,29.2,-62.9,95.0,950.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,2,1999,0921,19990921,0600,,HU,30.1,-62.8,90.0,952.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,2,1999,0921,19990921,1200,,HU,31.3,-62.6,85.0,955.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,1,1999,0921,19990921,1800,,HU,32.7,-62.1,80.0,958.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,1,1999,0922,19990922,0000,,HU,34.3,-61.2,75.0,960.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,1,1999,0922,19990922,0600,,HU,36.2,-60.4,75.0,961.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,1,1999,0922,19990922,1200,,HU,38.1,-59.4,70.0,962.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,1,1999,0922,19990922,1800,,HU,40.3,-57.9,65.0,963.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL131999,IRENE,1,1999,1015,19991015,0600,,HU,23.8,-82.2,65.0,988.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL131999,IRENE,1,1999,1015,19991015,1200,,HU,24.4,-81.8,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL131999,IRENE,1,1999,1015,19991015,1300,L,HU,24.6,-81.6,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL131999,IRENE,1,1999,1015,19991015,1800,,HU,25.1,-81.3,65.0,986.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL131999,IRENE,1,1999,1015,19991015,2000,L,HU,25.3,-81.1,70.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL131999,IRENE,1,1999,1016,19991016,0000,,HU,26.1,-80.6,65.0,986.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL131999,IRENE,1,1999,1016,19991016,0600,,HU,27.0,-80.2,65.0,985.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
